text,label,label_name
"""I can't wait to be a piece of shit with a bachelors degree""",sarcastic,1
Repeatedly saying “I’m the least racist person in this room” is a great indication that you are racist #Debates2020,not-sarcastic,0
"wish life was like sims where you can be in whatever career you want, then create a fulfilled relationship after 20 amorous hugs in a row",not-sarcastic,0
Wow... the universe gave me the task of a potty training a whole human? the audacity.,sarcastic,1
Chloe and Toby just minding their business 🤣,not-sarcastic,0
I think im going to treat myself to a mani-pedi this weekend.,not-sarcastic,0
"I wanted to be so much harsher about Zoom meetings.

https://t.co/fR3GcEjvOV",not-sarcastic,0
I was only in Taylor Swift’s top 0.10% of listeners on Spotify but last year but yeah totally sound that Swiftogeddan in Glasgow is sold out,sarcastic,1
We live in a society that has normalised debt as a part of our lifestyle. Let's normalise saving up our money before buying things.,not-sarcastic,0
"Fascinating article about the Vatican’s finances in these challenging days #catholic #finance #catholicism

https://t.co/Nw5X5tGpcv",not-sarcastic,0
I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,sarcastic,1
Someone in Walmart asked my mom if I was a boy or a girl (in front of my FaCe) so that’s how I’ve been,not-sarcastic,0
The world we live in today actually disgusts me.,not-sarcastic,0
It’s Wednesday I’m in love,not-sarcastic,0
Today was already weird and then my grandma added me on Snapchat ???,not-sarcastic,0
I have to put it on every social media platform I have because I am so proud of myself... I GOT ACCEPTED TO AN INTERNSHIP IN AUSTRALIA TODAY!!,not-sarcastic,0
Yay for being locked out of your own  house because you forgot your key,sarcastic,1
Jeudy :(,not-sarcastic,0
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,sarcastic,1
locals saying “not all cops” are missing the point and showing their underlying racism that we all knew was there in the first place,not-sarcastic,0
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",sarcastic,1
In ​Bostrom's words: https://t.co/eqt6oEjwcX,not-sarcastic,0
"At least once a day someone around me sits down at their desk and quietly sighs ""okay"" at their computer",not-sarcastic,0
oh cool I drive to school in less than 12 hours and I’m frantically looking up fun facts about the final destination franchise for absolutely no reason it’s fine everything’s fiNE,not-sarcastic,0
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,sarcastic,1
JUSTICE HAS BEEN DONE.,sarcastic,1
"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",sarcastic,1
Is spunk a slur?,sarcastic,1
am i the only one who feels like the re-recording of you will be found is really dull?? like during the “have you seen this” part &amp; where they’re talking about the video blowing up like there’s no excitement whatsoever,not-sarcastic,0
I just wanna do hot girl shit with my friends,not-sarcastic,0
Omg my dog just scrolled through my emails with his nose and I’ve never seen anything CUTERRRRR😩😍,not-sarcastic,0
Markets already down,not-sarcastic,0
"Good deed for the day:

Keeping extra water bottles from work and giving them to people needing it on the tube 🚰",not-sarcastic,0
There is truly nothing like my shitty mother and half sibling doing a wellness check on me and even the local police automatically siding with me when I explained the situation and my relationship with the two of them. You two can go fuck yourselves.,not-sarcastic,0
just listened to my all straight friend group talk about boys for THREE HOURS i am DRAINED,not-sarcastic,0
Just straight-up surprise cried over the new #Xfinity #ET #holiday ad. #Thanksgiving,not-sarcastic,0
I ask myself everyday why did i pick art?,not-sarcastic,0
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,sarcastic,1
best feeling: freshly shaved legs under your fuzzy blanket,not-sarcastic,0
"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",sarcastic,1
"got a google calendar notif, my boyfriend put ""think about dwarves"" in as an all day event",not-sarcastic,0
i love acknowledging the other twinks on campus hi friends!!,not-sarcastic,0
Something about being up late and seeing  #Toonami trending satisfied a weird nostalgic longing in me I didn’t expect,not-sarcastic,0
I hired a housekeeper...I didn’t want to but I’m feeling exhausted to where I’m running on fumes constantly.,not-sarcastic,0
think I spent 8 hours playing animal crossing today,not-sarcastic,0
"I feel like influencers encouraging their fans, many of whom don’t have much money, to buy coins in something the influencer is heavily invested in is super immoral",not-sarcastic,0
"Maxwell, Arthur’s middle name is Grandpa’s name. So he has a piece of two very important people of Mikeys family. Grandpa is a incredible guy and this was probably the only thing at this point that we could give him to make him feel appreciated and loved. Grandpa loves his name.",not-sarcastic,0
i am so happy about jenna and julien getting engaged,not-sarcastic,0
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",sarcastic,1
When your walking and eating hot Cheetos at the same time and you get your move goal on your watch. That’s the definition of balance,not-sarcastic,0
i love talking about feminism when I'm drunk,not-sarcastic,0
"Every once in a while, I still forget that Tatiana Maslany isn't multiple people. #OrphanBlack",not-sarcastic,0
I'm big glad I'm not a Sonic fan because Sega gassed them mfers up for a lot of nothing.,not-sarcastic,0
"@MaxTayl83630497 I’ve got 4 weekend tickets available, DM me",not-sarcastic,0
"New year, new me, noodles",not-sarcastic,0
does anyone else buy pound cake in bulk from costco,not-sarcastic,0
Getting very anxious waiting for #TheGrandTour,not-sarcastic,0
"B/w Rain is a Good Thing stuck in my my head, the heat &amp; #GladePlugIns going in the car, hard to believe it's not Summer! #Glade #GotItFree",not-sarcastic,0
@pamparoni i mean it aint broke yet,not-sarcastic,0
"After my Holland &amp; Barrett parcel was damaged on its way to me, I had to send probably the most middle class e-mail of my life, asking them to please resend the order ASAP as I was running out of kombucha.",not-sarcastic,0
Second hand embarrassment for anyone that actually queued to get into a nightclub last night🧐,not-sarcastic,0
Feeling the love with 4 different people wishing me good luck on my exam today #didicomplainaboutitthatmuch,not-sarcastic,0
I need Trisha as a guest on red scare,not-sarcastic,0
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",sarcastic,1
i’m jealous of people that look good in their passport photos,not-sarcastic,0
"Why does money heist do this to me 😭
My heart 😭",not-sarcastic,0
im going to decorate my eribong wish me luck,not-sarcastic,0
I've said it before and I'll say it again but YOUR MENTAL HEALTH IS SO MUCH MORE IMPORTANT THAN A GOOD GRADE,not-sarcastic,0
Crocodile tears!! It's too late to save yourself now luv!,not-sarcastic,0
How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,sarcastic,1
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,sarcastic,1
"I painted my first business sign &amp; got two more business signs to do. Omg. 

THANK YOU GOD 🙏",not-sarcastic,0
My mother is going to Bonnaroo today I love her,not-sarcastic,0
Why did my wife decide we needed a new kitchen !2Days to strip the tiles and plywood off ! https://t.co/Z2Jy5JsgDK,not-sarcastic,0
"Johnson &amp; Johnson really be tryna kill you from the time you're a baby. If they don't get you in childhood, they'll try to kill you throughout your entire life. Recalls left and right 😬🥴😂🤦🏽‍♀️",not-sarcastic,0
i can see the finish line,not-sarcastic,0
Mad how many cars they make now without indicators 🙃,sarcastic,1
art is annoying to get good at.,not-sarcastic,0
Trying to know all this history tonight is gonna kill me,sarcastic,1
any of my oomfies wanna write my user on their thighs,not-sarcastic,0
Fun fact: I sing I Morgan ar en annan dag to my daughter to get her to sleep and it works a charm. #eurovisionagain,not-sarcastic,0
"Ok but seriously.
Why did Hasting’s go back to Carmichael and tell her? Setting her up for the next season? Or am I just clutching at straws?! Considering he was appealing too?Surely there’s another one, it didn’t tie the ends up it asked more questions! Thurwell wasn’t dead?!",not-sarcastic,0
love it when Jonny makes me use earphones to watch something on my phone so he can play fifa,sarcastic,1
"Is it just me, or do they keep taking The Associate on and off Netflix...",not-sarcastic,0
That second vaccine dose is no joke is it 😵 been absolutely floored since Saturday,not-sarcastic,0
I hate when people rag on Arthur’s name without knowing the meaning behind it. Arthur was named after Mikeys great great uncle who committed suicide at the age of 30. Grandpa says he was one of the most generous men he ever knew and was a very special guy to grandpa 💛,not-sarcastic,0
"Hey you! Yeah, YOU.

You're cooler than the other side of the pillow.",not-sarcastic,0
"Having Covid is the weirdest feeling, the symptoms are constantly changing!",not-sarcastic,0
"I don't follow the Women's Super League because my team aren't in. Southampton have built their women's team from grassroots and youth up, rather than just buying their way into the elite. I am proud of them for that.",not-sarcastic,0
I think about bagels more times a day than I'd like to admit,not-sarcastic,0
getting in a crash on january 1st seemed like the worst thing in the world but i’ve just been given the fittest hire car so 😚silver linings😚,not-sarcastic,0
me not turning up to work is a feminist movement actually,sarcastic,1
"if anyone wants to count their shirts for me… let me know. need some validation. having a crisis because i have 58 (sweaters, t shirts, crop tops, all inclusive as long as it can be worn alone as a top), and i think that is way too many but i also can’t bear to get rid of them?",not-sarcastic,0
Friendly reminder you’re not vegan if you swallow cum,sarcastic,1
best day of my life we got a new expensive vaccuum WOOOOOOOO,not-sarcastic,0
How the heck am I supposed to show off my rad new tube socks when class is online now? DAMN YOU CORONA!,not-sarcastic,0
You know what works better than therapy? Watching Mamma Mia,not-sarcastic,0
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,sarcastic,1
"I always come up with some pretty interesting concepts for movies or tv shows right before I fall asleep. Then I wake up and forget them...

Why is life so cruel",not-sarcastic,0
"today im grateful for: 
•old friends
   + their moms
•kittens
•shakira",not-sarcastic,0
An uppity receptionist just told me an initial assessment to have someone simply look at my teeth the exact same way my dentist did for free will cost £165. I might have laughed at them down the phone.,not-sarcastic,0
Can’t believe there was a time when fergalicious was a new song and everyone experienced that magic for the first time,not-sarcastic,0
"as a poly dude, this ""boyfriends"" comic is really fucking adorable i dont trust no bitches who say its ""fetishy"" or ""not good representation"" i love them id die 4 them",not-sarcastic,0
@WalesOnline Riveting news.,sarcastic,1
all my outfits would look so much better if i was tatted 💔,not-sarcastic,0
"🌶 Spiced Coconut curry 🥥

.
A weekend spent with friends brings a week of content... or something like that 😜

.
Started the weekend off with this yummy morsel, With was a fusion of miso sesame aubergine 🍆, broccoli… https://t.co/zyWiA0EX4u",sarcastic,1
Exams have finally finished!! I can be happy again #woooooo,not-sarcastic,0
"Handwashing tip: sing ""Happy Birthday, Mr. President"" because it's longer and sexier than the original",not-sarcastic,0
Headaches that last all day nonstop🥰😍,sarcastic,1
"If you aren't angry about OF banning adult content you're whorephobic, sorry not sorry. If your activism doesn't include the wants, needs &amp;desires of all marginalized groups, of which SWs *are* (&amp; often intersectionally), then you are nowhere near as 'liberal' as you believe",not-sarcastic,0
"If you don't eat meat, or just fancy a meatless meal, I'd recommend this, it's delicious. I made it last night and as there are two of us and lots of pie we're having it again tonight. # vegetarian https://t.co/LfUE5kx8CR",not-sarcastic,0
"I turn 30 in just over three months from now, and I’m feeling weird about it. On one hand, I know that aging is normal and okay and good and that most people are happier in their 30s compared to their 20s, and that 30 is not “old.” On the other hand, I feel nervous and sad.",not-sarcastic,0
I swear some people come to the library just to breathe heavily out of their mouth,not-sarcastic,0
life was good when i had pfizer boobs,not-sarcastic,0
Being loyal should be the standard. Being loyal should be the standard. Being loyal should be the standard.,not-sarcastic,0
i gotta get out of this city. i made $18 doordashing for an hour and a half 😭 3 orders and only one tipped lmfao he was the sweetest tho he gave me a cash tip + a 3.00 tip on the app &lt;3 i miss him,not-sarcastic,0
IM GETTING MY NAILS DONE TODAY!!!!!,not-sarcastic,0
I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is,sarcastic,1
"Idk if this is controversial, but food in ATL is better than food in LA 🥸",not-sarcastic,0
this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,sarcastic,1
@AgainstArms @ACCLiverpool Yes NEU! 👏👏👏,not-sarcastic,0
need a new pfp pls send suggestions,not-sarcastic,0
"#EconTwitter I'm working with bizreg data and there's a noticeable spike in Indiana in 2015, anyone have a sense as to what's going on? @JorgeGuzmanCBS? https://t.co/q01tmw9PLg",not-sarcastic,0
"One or my friends has a crush on me, and I feel sad that I don't feel the same way. Because I know EXACTLY how that feels. I hate this feeling. 😞",not-sarcastic,0
michael bublé just puts me in such a mood 😍,not-sarcastic,0
Oh hey guys I got the job I start Wednesday 😇,not-sarcastic,0
thinkin about that one summer at church camp where i would randomly do the cat daddy. who allowed that,not-sarcastic,0
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,sarcastic,1
SUNS TO THE FINALS LET'S GO #RallyTheValley,not-sarcastic,0
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,sarcastic,1
okay but my self esteem has multiplied by 772827 since I got my braces off,not-sarcastic,0
Sundays are officially for those 'first day at school' new job nerves https://t.co/WGjolXq5o5,not-sarcastic,0
"I know these things take time, but I feel so bad that the cats hiss and growl every time they see each other. I just want them to be friends!",not-sarcastic,0
Wiggins is gonna be filthy in the next few years,not-sarcastic,0
It makes me happy when I watch comedy panel shows and my favourite comedians get along. WE CAN ALL BE FRIENDS.,not-sarcastic,0
wow these kids are into musically.lly whatever and jacob sagittarius and I officially feel out of the loop. is this what growing up feels like,not-sarcastic,0
Sometimes I just go through my phone and look at pictures of my dog,not-sarcastic,0
No but the worst type of boy is the one that wears shorts and sandals when it’s snowing and constantly reminds you that it’s not that cold,not-sarcastic,0
New obsession! scrambled egg with bananna mixed in!,not-sarcastic,0
The Golden Girls theme song gets me so hype,not-sarcastic,0
If Nick Lachey wins TMS I will be so bitter.,not-sarcastic,0
"Post university anxiety is creeping in now like, 1.5 months left out of 5 years 😬",not-sarcastic,0
(Shameless Dead Snow 2 misquote) The sequel I did 'nazi' coming! Can't wait! https://t.co/gngxw5kbDh,not-sarcastic,0
"I was in no way prepared for the emotional wringing of my soul that #TalesFromtheLoop would put me through. And the score? Stunning. If you want something beautiful, intelligent and unique to watch, give it a go. It’s on Amazon Prime. I’m off for a lie down and a cry.",not-sarcastic,0
All this extra time and I’m still not flossing,not-sarcastic,0
@itsmrevandaniel I can't believe people still don't genuinely hate every player from that Astros team.,not-sarcastic,0
I feel like I'm the biggest time waster lol,not-sarcastic,0
HARRY WON A GRAMMY,not-sarcastic,0
if jesus was resurrected again i would vote for him,sarcastic,1
"Having my first experience of a Whetherspoon hotel tonight and pleased to report that while the bed is comfy, the bathroom smells suspiciously of cider",not-sarcastic,0
"@CunningSmi1e I had a day off Uni, lounging and recovering from a hangover as my folks had gone on holiday. Turned on the news. Headache instantly gone. Crazy day.",not-sarcastic,0
"Feels #PS5Share, #RatchetClankRiftApart https://t.co/nL6MqpotNT",not-sarcastic,0
Andy Dalton is so atrocious,not-sarcastic,0
"using loops, building an idea on that loop, and then deleting the loop has been a fun little exercise recently",not-sarcastic,0
Why am I sad for no reason ALL THE TIME,not-sarcastic,0
how do parents of twins make sure they are calling them the right names??? what if they’ve actually been called their twins name their entire life and no one knows?? what if my name is actually Kyle?? Did my parents mess up too??,not-sarcastic,0
"I haven’t worked since March 18th, tomorrow I start my new job!! I am so excited 🤩🤩🤩🤩",not-sarcastic,0
whenever i see someone put in a bath bomb on their story i just think of that scene from the goblet of fire,not-sarcastic,0
I'm going to miss #DesperateHousewives sooo much! So depressing that in 45 minutes it will be over forever 😭!,not-sarcastic,0
I’ve tasted and seen of the sweetest of loves. Where my heart becomes free and my shame is undone,not-sarcastic,0
@PoliticalOrgy I thing you might be on to somethink!🙄,sarcastic,1
Everybody always talks about Devon Bostick’s portrayal of Rodrick in the Diary of a Wimpy Kid movies but nobody ever talks about how Devon Bostick played two separate characters in the Saw franchise,not-sarcastic,0
☯️&amp;🤍 https://t.co/Uz2XTyp9Dg,not-sarcastic,0
Not me seriously debating buying a singular can of monsta energy of amazon because I'm really craving one but I'd feel guilty if I went into Tesco just to buy one,not-sarcastic,0
Hannah Montana pandora station is so underrated,not-sarcastic,0
Old people don’t deserve rights,sarcastic,1
Happy Cinco de Mayo to all my three taco eaters out there— being full after two is a sham and out right lie,not-sarcastic,0
There’s no way Godzilla loses right? He’s literally fought worse kiaju before and still won 🤷🏽‍♂️,not-sarcastic,0
"#MAFSUK Bob, what a lad, showing absolute class when shit on like that, wasn’t a match so shouldn’t be too gutted but even so, 👏🏻",not-sarcastic,0
Because of #Trump I now don't have to worry about other countries making fun of me for being fat! 🍩🍫🍰🍕 #Thankstotrump #America,sarcastic,1
Random thought: how are “butt dial” and “booty call” such different things yet so similar in wordage?,not-sarcastic,0
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,sarcastic,1
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,sarcastic,1
Pitch looks flat as a pancake so India might as well make hay. I don’t fancy England batting last though. I wonder if Kohli regrets not selecting Ashwin now? #ENGvIND #INDvsEND #bbccricket #cricket,not-sarcastic,0
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",sarcastic,1
The end of of S3E2 money heist makes me v happy,not-sarcastic,0
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,sarcastic,1
yall ever chip your tooth from accidentally biting your tongue ring,not-sarcastic,0
"After a valiant fight, my Aunt is being taken off the vent. Not COVID related but a huge loss for my family. It is truly a sad day.",not-sarcastic,0
Man I pray I never have to feel the pain or loss of losing my loves ones in a school shooting. Hug your love ones a little tighter tonight because you truly never know how long you have,not-sarcastic,0
Having neighbors is the worst 🤬,not-sarcastic,0
You never realize how easy life really is until you can't breathe through your nose. 😶,not-sarcastic,0
"4-0 this morning, 0-1 this afternoon. Luck possibly changing.",not-sarcastic,0
"@Locodoco @econoar Remember food tokens?

At some point things get so unbelievably ridiculous that the whole thing needs to come crashing down and have a long nap.",not-sarcastic,0
"@IwriteOK Narcissists have a way of making people fight like hell to be loved and noticed by them

It's kind of impressive, in a fucked up way",not-sarcastic,0
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,sarcastic,1
me with an 8am chem lab on friday😭😭 https://t.co/lBF3pfsqJ2,not-sarcastic,0
"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",sarcastic,1
"Grealish is just good. You hate to admit it, but damn.",not-sarcastic,0
Who's the bastard that got my cat to develop the kink of liking his ass slapped? Lord knows it wasn't me and I'm scared.,not-sarcastic,0
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",sarcastic,1
@kristenritch Sorry I was so pessimistic 😔,not-sarcastic,0
Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,sarcastic,1
"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",sarcastic,1
#MUSpartans WR Joseph Powell was a full go at practice today. Good sign for the upcoming scrimmage @ Kalamazoo,not-sarcastic,0
"@Itsaspacesuit @NickHintonn I’m right there with you, I always compliment people and it’s interesting the different ways it’s interpreted.",not-sarcastic,0
i am in severe pain while on vacation i feel robbed.,not-sarcastic,0
"underwater uber, also known as scuber",not-sarcastic,0
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",sarcastic,1
"@adi_jord agreed, this is ridiculous, gotta cop a pair",sarcastic,1
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,sarcastic,1
Who's ready for monsoon storms allllll weekend?!?!,sarcastic,1
One of my workmates got me bubble tea for free bc she works in one of the shops 😭 my heart 😭,not-sarcastic,0
Enjoyed every moment of watching our fabulous Team GB compete in the Olympic Gymnastics! #sotalented,not-sarcastic,0
i just have one question: why vote for donald trump why even THINK about voting for him ???,not-sarcastic,0
I want one of those ninja insects. You know the guys,not-sarcastic,0
When your mother in law comes in the room when your in the middle of a Carole baskin shout out on stream 😂 now I have to explain why I had a helmet ⛑ on 😂 #streamstories #twitchstreamer,not-sarcastic,0
Maccies are becoming too regular😣,not-sarcastic,0
"Idk but pick 1 - Fireworks being lit inside school, some guy fingered his girl in the common room, guy threw a chair at the headteacher, another guy flung a laptop outside a window from the top floor, teacher touched up a student, my boy stabbed another guy with crafting knife 😭 https://t.co/MVhegFOxW8",not-sarcastic,0
wow. i left on time today and the airport connector is all the way backed up. love that,sarcastic,1
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",sarcastic,1
"@TheActivatedPod @missheathenisa1 I'm not sure why they shot him,  it would help if we could see both sides of what happened.",not-sarcastic,0
I’ve been awake for 21 hours,not-sarcastic,0
"It's important to note that majority of Americans voted for Hillary so if you are feeling alone and betrayed, you are wrong. We are here.",not-sarcastic,0
this is pretty abysmal,not-sarcastic,0
"@heathoween @tylerrjoseph Yes, because we need literally every single fucking celebrity to speak up on a topic that's been forced down everyone's throats for the past four months. I use the internet to get away from these fucking real life problems; not everyone needs to weigh in.",sarcastic,1
I never thought at the start of lockdown that I would say lockdown life would be too overwhelming for me lol,not-sarcastic,0
The key thing to remember here is these boys are someone's loved one. They did their best. Lets leave the hate. Racism isn't the answer either. #eurofinal #Euro2021,not-sarcastic,0
anything david attenborough narrates is gold,not-sarcastic,0
"I just read, ""oftenly"" and threw up in my mouth a little.",sarcastic,1
Passed my theory,not-sarcastic,0
Dear No Label Academy students… we’re still not done. Each and every one of you will receive a brand new MacBook to continue your musical journey’s. ❤️ https://t.co/Aod5lrXPmb,not-sarcastic,0
"@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...",sarcastic,1
"#NoMoreLockdowns #NoMoreLockdowns, not great. people  who promote this stuff are pretty irresponsible. The new variants now emerging appear to be adversely affecting younger people, take a look at South America.  keep yourselves safe and remain cautious.",not-sarcastic,0
HOW CAN I GAIN EXPERIENCE WHEN EVERY JOB REQUIRES EXPERIENCE,not-sarcastic,0
Delaying June 21st is entirely Boris Johnson’s fault for not responding to the Indian variant quickly and keeping the boarders open and we mustn’t forget that. This was entirely preventable.,not-sarcastic,0
"When is the person trying to log into their apple account going to realize the texts are going to someone else's phone... 

It won't stop.",not-sarcastic,0
maybe i’ll shut up about wisconsin drivers when y’all stop fuckin driving like that,not-sarcastic,0
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,sarcastic,1
"[at Burger King]

French proletariat: we'll have the king

Burger: :)

King: :(",not-sarcastic,0
we need to normalise having absolutely fried bleach damaged hair. people should talk about this,sarcastic,1
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",sarcastic,1
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,sarcastic,1
"Fat Patty's and Applebee's have very similar energies, but they're unmatched. It's like wrong step and I'm gonna end up in the other restaurant with no way back",not-sarcastic,0
"It’s very affirming that my therapist adores all the similes/metaphors I use to describe the shit I’ve been through even if I don’t remember half of them 😂 it’s easier for me to understand things that aren’t myself sometimes, so it’s how I generate self-empathy",not-sarcastic,0
ok wow…unfollowing now. thought he was the cool new kid from hollywood but apparently he’s a virgin who lit the black flame candle,not-sarcastic,0
All I’ve thought about for the last six months is wine. But expensive wine that you can only have once for your birthday and can never afford again.,not-sarcastic,0
why is butter so extraordinary,not-sarcastic,0
anthony dropped his phone in the ocean,not-sarcastic,0
modern family is a quality show,not-sarcastic,0
2 minutes into the book and I already hate the main character. Lovely,sarcastic,1
Get in Notts. Awesome #Notts @TrentBridge,not-sarcastic,0
So when the #hulk gets mad he bursts out of all his clothes right? So why do his trousers stay on?!?!?,not-sarcastic,0
"Since the election is tomorrow, here is a reminder that many people's social media feeds are political bubbles that reflect their own viewpoints. The world at large is not the same as the online world. Don't treat them the same way.",not-sarcastic,0
Highway signs where they stretch the state shape to fit the numbers in make me irrationally angry,not-sarcastic,0
my brain cells when i'm asked to do any math whatsoever https://t.co/Hn5XTP8WJD,not-sarcastic,0
"Of course the Orioles would end their losing streak on a night where they face the odds on MVP/Cy Young favorite.

Hitting 3 homers off him.

Having him strike out 3 times, and not hit a ball out of the infield. 

And come back from a 6-2 deficit. 

Of course.",not-sarcastic,0
nah fuck u and all ur issues,not-sarcastic,0
mmm! big fat baked sweet potato for lunch! sour cream and hot sauce!,not-sarcastic,0
you ever sneeze and are like I am absolutely sneezing for my life right now,not-sarcastic,0
"Happy new month to all my Mutuals and Friends on here, wishing us all good health and more financial breakthrough this month.",not-sarcastic,0
finding vegetarian chocolate mousse is such an annoyingly hard task to do,not-sarcastic,0
Man I just love it when I'm forced to pitch two games back to back bc our other pitcher didn't show up,sarcastic,1
i think everyone should get an air fryer❤️ good vibes only,not-sarcastic,0
@kashirenaii i would never go to six flags with u,sarcastic,1
never drinking again,sarcastic,1
Is there anything better and more comforting to eat when you're ill than toast?? No there is not,not-sarcastic,0
"a female peacock isn’t even called a peacock, it’s a peahen. i shit you not.",not-sarcastic,0
12 POUNDS LOST IN 1 MONTH. BITCHES IT'S OVER FOR YOU ONCE I DO THIS FIVE MORE TIMES,not-sarcastic,0
Pretty cupcakes! #sprinkled https://t.co/rn1BUM0h0A,not-sarcastic,0
"I keep getting dramatic, anime style cowlicks in the morning and I'm thinking one day I'll just go out without brushing it down to let everyone know I'm the main protagonist.",not-sarcastic,0
it feels so good to finally be home and in our bed,not-sarcastic,0
"Are apps actually ready for ARM based Apple Macs? (MiCrOSoFt OfFiCe?) #AppleEvent 

Anyway I'm taking suggestions on what new PC to get 😝",not-sarcastic,0
"Worst mistake you can ever make is not taking ur mates advice, hands down",not-sarcastic,0
wild that theres a whole industry of pop ups that are like just elaborate ig photo ops and people are paying for them???,not-sarcastic,0
I always think going braless is a good idea until I'm in public and am insecure because I'm not wearing a bra,not-sarcastic,0
People who drive under the speed limit. Death Penalty.,not-sarcastic,0
imagine if he sends a good morning message when he wakes up,not-sarcastic,0
"too many words, not enough pictures",not-sarcastic,0
The Goonies will always be one of my favorite movies,not-sarcastic,0
How do you figure out the guy in the office who doesn't have a smartphone? He's the one walking into the bathroom with a book under his arm.,not-sarcastic,0
If your flight is delayed more than the length of the flight itself everyone should get free booze cc: @Delta,not-sarcastic,0
watching tik toks at full volume in the middle of the airport should be a federal offense,sarcastic,1
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,sarcastic,1
why is truly tea hard seltzer so good 😭 the southern girl in me is v happy,not-sarcastic,0
I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,sarcastic,1
"the media really likes the word 'allegedly', i've found.",not-sarcastic,0
"Life is so beautiful when you stop taking it so seriously. 

Like chill dude. You’re doing just fine.",not-sarcastic,0
It's only now that I'm seriously trying to save that I'm regretting treating myself to something new almost every week last year for just surviving my first few terms of teaching 💸💸💸,not-sarcastic,0
I’m going back to work exactly 8 weeks postpartum and that just doesn’t sit right with me,not-sarcastic,0
"oh you’re just friends?

why’d u shave then?",sarcastic,1
FREEDOM IS WITHIN YOU!!!!!!!!!!!!,not-sarcastic,0
Got razor burn on my mf armpits so that’s it this pain ain’t worth societal expectations on women,not-sarcastic,0
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,sarcastic,1
that before the gym nap makes hitting the gym so much better,not-sarcastic,0
"So we actually have to do hot girl summer without 1989 Taylor’s version., I’m sick",sarcastic,1
my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,sarcastic,1
why did no one tell me that SSRIs cause hand shaking/jitters cause this shit sucks,not-sarcastic,0
i just overheard this bunch of children behind me yell “DON’T LOOK AT THE ENDERMAN”……internally yelling as an mcyt mod,not-sarcastic,0
"Philosophers idolize Socrates. Some see themselves as emulating him, defending unpopular positions against mobs and the powerful. But often they're just lazy contrarians who refuse to do their homework.",not-sarcastic,0
